Customer ID,segment,priority,recommended_action,insight
162,Regular Customer,Priority 3,General Marketing,"Customer has a score of 2.30, placing them in Priority 3, and is a Regular Customer with Average Score value and High frequency. Recommended action: General Marketing."
163,Loyal Customer,Priority 2,Retention campaigns,"Customer has a score of 3.40, placing them in Priority 2, and is a Loyal Customer with Above Average Score value and High frequency. Recommended action: Retention campaigns."
164,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,"Customer has a score of 2.80, placing them in Priority 3, and is a Frequent Low Value with Low Score value and High frequency. Recommended action: Encourage bundle purchases or upsell."
165,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,"Customer has a score of 2.80, placing them in Priority 3, and is a Frequent Low Value with Low Score value and High frequency. Recommended action: Encourage bundle purchases or upsell."
166,Low Engagement,Priority 3,Re-engagement campaigns,"Customer has a score of 2.50, placing them in Priority 3, and is a Low Engagement with Low Score value and Medium frequency. Recommended action: Re-engagement campaigns."
167,Low Engagement,Priority 3,Re-engagement campaigns,"Customer has a score of 1.70, placing them in Priority 3, and is a Low Engagement with Low Score value and Medium frequency. Recommended action: Re-engagement campaigns."
168,Low Engagement,Priority 3,Re-engagement campaigns,"Customer has a score of 1.30, placing them in Priority 3, and is a Low Engagement with Low Score value and Medium frequency. Recommended action: Re-engagement campaigns."
169,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,"Customer has a score of 2.80, placing them in Priority 3, and is a Frequent Low Value with Low Score value and High frequency. Recommended action: Encourage bundle purchases or upsell."
170,Low Engagement,Priority 3,Re-engagement campaigns,"Customer has a score of 1.70, placing them in Priority 3, and is a Low Engagement with Low Score value and Medium frequency. Recommended action: Re-engagement campaigns."
171,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,"Customer has a score of 1.60, placing them in Priority 3, and is a Frequent Low Value with Low Score value and High frequency. Recommended action: Encourage bundle purchases or upsell."
172,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,"Customer has a score of 2.00, placing them in Priority 3, and is a Frequent Low Value with Low Score value and High frequency. Recommended action: Encourage bundle purchases or upsell."
173,Loyal Customer,Priority 2,Retention campaigns,"Customer has a score of 3.40, placing them in Priority 2, and is a Loyal Customer with Above Average Score value and High frequency. Recommended action: Retention campaigns."
174,Regular Customer,Priority 3,General Marketing,"Customer has a score of 1.70, placing them in Priority 3, and is a Regular Customer with Average Score value and Low frequency. Recommended action: General Marketing."
175,Regular Customer,Priority 3,General Marketing,"Customer has a score of 1.70, placing them in Priority 3, and is a Regular Customer with Average Score value and Low frequency. Recommended action: General Marketing."
176,Low Engagement,Priority 3,Re-engagement campaigns,"Customer has a score of 2.20, placing them in Priority 3, and is a Low Engagement with Low Score value and Low frequency. Recommended action: Re-engagement campaigns."
177,Regular Customer,Priority 3,General Marketing,"Customer has a score of 2.80, placing them in Priority 3, and is a Regular Customer with Above Average Score value and Low frequency. Recommended action: General Marketing."
178,Regular Customer,Priority 3,General Marketing,"Customer has a score of 2.00, placing them in Priority 3, and is a Regular Customer with Average Score value and Medium frequency. Recommended action: General Marketing."
179,Low Engagement,Priority 3,Re-engagement campaigns,"Customer has a score of 1.40, placing them in Priority 3, and is a Low Engagement with Low Score value and Low frequency. Recommended action: Re-engagement campaigns."
180,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,"Customer has a score of 2.00, placing them in Priority 3, and is a Frequent Low Value with Low Score value and High frequency. Recommended action: Encourage bundle purchases or upsell."
181,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,"Customer has a score of 2.80, placing them in Priority 3, and is a Frequent Low Value with Low Score value and High frequency. Recommended action: Encourage bundle purchases or upsell."
182,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,"Customer has a score of 2.80, placing them in Priority 3, and is a Frequent Low Value with Low Score value and High frequency. Recommended action: Encourage bundle purchases or upsell."
183,Low Engagement,Priority 3,Re-engagement campaigns,"Customer has a score of 2.60, placing them in Priority 3, and is a Low Engagement with Low Score value and Low frequency. Recommended action: Re-engagement campaigns."
184,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,"Customer has a score of 1.60, placing them in Priority 3, and is a Frequent Low Value with Low Score value and High frequency. Recommended action: Encourage bundle purchases or upsell."
185,Regular Customer,Priority 3,General Marketing,"Customer has a score of 2.30, placing them in Priority 3, and is a Regular Customer with Average Score value and High frequency. Recommended action: General Marketing."
186,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,"Customer has a score of 2.00, placing them in Priority 3, and is a Frequent Low Value with Low Score value and High frequency. Recommended action: Encourage bundle purchases or upsell."
187,Regular Customer,Priority 3,General Marketing,"Customer has a score of 2.10, placing them in Priority 3, and is a Regular Customer with Average Score value and Low frequency. Recommended action: General Marketing."
188,Frequent Low Value,Priority 2,Encourage bundle purchases or upsell,"Customer has a score of 3.20, placing them in Priority 2, and is a Frequent Low Value with Low Score value and High frequency. Recommended action: Encourage bundle purchases or upsell."
189,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,"Customer has a score of 2.40, placing them in Priority 3, and is a Frequent Low Value with Low Score value and High frequency. Recommended action: Encourage bundle purchases or upsell."
190,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,"Customer has a score of 2.80, placing them in Priority 3, and is a Frequent Low Value with Low Score value and High frequency. Recommended action: Encourage bundle purchases or upsell."
191,Infrequent Premium,Priority 2,Re-engagement campaigns,"Customer has a score of 3.10, placing them in Priority 2, and is a Infrequent Premium with High Score value and Low frequency. Recommended action: Re-engagement campaigns."
192,Regular Customer,Priority 3,General Marketing,"Customer has a score of 2.80, placing them in Priority 3, and is a Regular Customer with Average Score value and Medium frequency. Recommended action: General Marketing."
193,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,"Customer has a score of 1.60, placing them in Priority 3, and is a Frequent Low Value with Low Score value and High frequency. Recommended action: Encourage bundle purchases or upsell."
194,Regular Customer,Priority 2,General Marketing,"Customer has a score of 3.20, placing them in Priority 2, and is a Regular Customer with Above Average Score value and Low frequency. Recommended action: General Marketing."
195,Regular Customer,Priority 3,General Marketing,"Customer has a score of 2.90, placing them in Priority 3, and is a Regular Customer with Average Score value and Low frequency. Recommended action: General Marketing."
