Customer ID,final_score,segment,priority,recommended_action,insight
238,3.7,High Value Customer,Priority 1,VIP Treatment,This customer is classified as High Value Customer due to High engagement and High Score value.
239,1.4000000000000001,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Low engagement and Low Score value.
240,3.0,Loyal Customer,Priority 3,Retention campaigns,This customer is classified as Loyal Customer due to High engagement and Above Average Score value.
241,2.3,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to High engagement and Average Score value.
242,3.7,High Value Customer,Priority 1,VIP Treatment,This customer is classified as High Value Customer due to High engagement and High Score value.
243,3.4000000000000004,High Value Customer,Priority 1,VIP Treatment,This customer is classified as High Value Customer due to Medium engagement and High Score value.
244,2.9,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Medium engagement and Low Score value.
245,2.3,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to High engagement and Average Score value.
246,3.0,Loyal Customer,Priority 3,Retention campaigns,This customer is classified as Loyal Customer due to High engagement and Above Average Score value.
247,3.1,Regular Customer,Priority 2,General Marketing,This customer is classified as Regular Customer due to High engagement and Average Score value.
248,2.8,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
249,4.1,High Value Customer,Priority 1,VIP Treatment,This customer is classified as High Value Customer due to High engagement and High Score value.
250,1.4000000000000001,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Low engagement and Low Score value.
251,1.5999999999999999,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
252,2.1,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Low engagement and Average Score value.
253,2.3,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to High engagement and Average Score value.
254,2.8,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
255,2.0,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
256,1.0,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Low engagement and Low Score value.
257,1.7,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Medium engagement and Low Score value.
258,1.8000000000000003,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Low engagement and Low Score value.
259,2.2,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Low engagement and Low Score value.
260,1.8000000000000003,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Low engagement and Low Score value.
261,2.1,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Medium engagement and Low Score value.
262,2.5,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Low engagement and Average Score value.
263,1.4000000000000001,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Low engagement and Low Score value.
264,2.0,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Medium engagement and Average Score value.
265,2.2,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Low engagement and Low Score value.
266,2.4,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
267,3.4,Loyal Customer,Priority 2,Retention campaigns,This customer is classified as Loyal Customer due to High engagement and Above Average Score value.
268,2.4000000000000004,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Low engagement and Above Average Score value.
269,1.7,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Medium engagement and Low Score value.
270,2.0,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
271,1.8000000000000003,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Low engagement and Low Score value.
272,3.4,Loyal Customer,Priority 2,Retention campaigns,This customer is classified as Loyal Customer due to High engagement and Above Average Score value.
273,1.5999999999999999,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
274,1.4000000000000001,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Low engagement and Low Score value.
275,2.0,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
276,2.8,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
277,2.0,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
278,1.5999999999999999,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
279,2.9,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Low engagement and Average Score value.
280,3.1,Regular Customer,Priority 2,General Marketing,This customer is classified as Regular Customer due to Medium engagement and Above Average Score value.
281,3.1,Regular Customer,Priority 2,General Marketing,This customer is classified as Regular Customer due to High engagement and Average Score value.
282,3.1,Regular Customer,Priority 2,General Marketing,This customer is classified as Regular Customer due to High engagement and Average Score value.
283,2.9,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Medium engagement and Low Score value.
284,1.4000000000000001,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Low engagement and Low Score value.
285,1.4000000000000001,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Low engagement and Low Score value.
286,2.0,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
